"ID","post_title","slug","post_status","post_date","price","year","mileage","fuel_type","transmission","vin","color","vehicle_condition","engine_size","doors","seats","drive_type","address","gallery_urls","taxonomies"
"7282","Toyota belta","toyota-belta","publish","2025-01-03 07:12:10",NULL,"2011","125399","111","47","ask for it","a:1:{i:0;i:130;}","147","1300 cc","494",NULL,"84",NULL,"a:5:{i:7249;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-07-31-104919.png\";i:7250;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-07-31-104926.png\";i:7251;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-07-31-104932.png\";i:7252;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-07-31-104938.png\";i:7253;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-07-31-104943.png\";}","4 | 5 Doors | Automatic | Belta | Car | Front-Wheel Drive | Petrol | Sale | Sedan | Silver | Toyota | Used"
"7280","Mazda CX-5","mazda-cx-5","publish","2025-01-03 07:05:02","13820","2022","48750","111","47","ask for it","a:1:{i:0;i:50;}","147","2000 cc","494",NULL,"84","Yokohama port, Japan","a:12:{i:7269;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220803.jpeg\";i:7267;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220801.jpeg\";i:7268;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220802.jpeg\";i:7270;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220804.jpeg\";i:7278;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220812.jpeg\";i:7277;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220811.jpeg\";i:7276;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220810.jpeg\";i:7275;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220809.jpeg\";i:7274;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220808.jpeg\";i:7273;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220807.jpeg\";i:7272;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220806.jpeg\";i:7271;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00220805.jpeg\";}","4 | 5 Doors | Africa | Air Conditioner | Airbag | Alloy Wheels | Apple CarPlay | Asia | Automatic | Bhutan | Black | Bluetooth | Brake Assist | Cambodia | Car | Caribbean Netherlands | Chile | Cyprus | Czechia | Digital Odometer | Driver Air Bag | Fog Lights Front | Front-Wheel Drive | Ghana | Heater | Kazakhstan | Leather Seats | Low Mileage | Mazda | Navigation | Oceania | Petrol | Power Door Locks | Power Steering | Power Window | R6 | Rain Sensing Wiper | Rear Spoiler | SUV | Tachometer | Touchscreen Display | Traction Control | United Arab Emirates | United Kingdom | Used | Vanity Mirror | Windows - Electric | Zimbabwe"
"7279","Ford Explorer 7-Seater 2000cc","ford-explorer-7-seater-2000cc","publish","2025-01-03 06:59:14","7100","2016","82503","111","47","ask for it","a:1:{i:0;i:50;}","147","2000 cc","494",NULL,"41",NULL,"a:7:{i:7254;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101351.png\";i:7255;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101402.png\";i:7256;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101409.png\";i:7257;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101416.png\";i:7258;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101426.png\";i:7259;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101434.png\";i:7260;s:85:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-11-22-101445.png\";}","4 | 5 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Apple CarPlay | Automatic | Black | Bluetooth | Brake Assist | Car | Digital Odometer | Driver Air Bag | Explorer | Fog Lights Front | Ford | Heater | Hot Deals | Leather Seats | Navigation | Petrol | Power Door Locks | Power Steering | Power Window | Rear Spoiler | Sale | SUV | Tachometer | Television system | Touchscreen Display | Traction Control | Used | Vanity Mirror | Windows - Electric"
"7217","Toyota Voxy 8 seater","toyota-voxy-8-seater","publish","2025-01-03 06:40:59","3320","2011","102520","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","2000 cc","494",NULL,"84",NULL,"a:6:{i:7225;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-112005-1.png\";i:7226;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-111958-1.png\";i:7227;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-111953-1.png\";i:7228;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-111947-1.png\";i:7229;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-111941-1.png\";i:7230;s:87:\"https://zafautosjapan.com/wp-content/uploads/2026/01/Screenshot-2025-12-12-111934-1.png\";}","4 | 5 Doors | Air Conditioner | Airbag | Alloy Wheels | Anti-lock Braking | Automatic | Bluetooth | Brake Assist | Car | Child Safety Locks | Driver Air Bag | Fog Lights Front | Front-Wheel Drive | Great Price | Heater | MPV | Navigation | Pearl | Petrol | Power Door Locks | Power Window | Rear Spoiler | Television system | Touchscreen Display | Toyota | Traction Control | Used | Vanity Mirror | Voxy | White | Windows - Electric"
"7111","Audi S5 Sportback","audi-s5-sportback","publish","2025-01-02 07:02:48","23500","2018","57800","111","69","ask for it","a:2:{i:0;i:50;i:1;i:430;}","147","3000 CC","28",NULL,"41","Yokohama port, Japan","a:10:{i:7112;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_02.jpeg\";i:7121;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_13.jpeg\";i:7120;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_12.jpeg\";i:7119;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_11.jpeg\";i:7118;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_10.jpeg\";i:7117;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_07.jpeg\";i:7116;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_06.jpeg\";i:7115;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_05.jpeg\";i:7114;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_04.jpeg\";i:7113;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/38083_03.jpeg\";}","4 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Anti-lock Braking | Asia | Audi | Best Sellers | Black | Bluetooth | Brake Assist | Car | Child Safety Locks | CVT | Digital Odometer | Driver Air Bag | Fog Lights Front | Great Price | Heater | Leather Seats | Navigation | Oceania | Pearl | Petrol | Power Door Locks | Power Steering | Power Window | Premium Cars | Rain Sensing Wiper | Rear Spoiler | S5 | Sedan | Stability Control | Tachometer | Touchscreen Display | Traction Control | United Arab Emirates | United Kingdom | Used | Vanity Mirror | Windows - Electric"
"7100","LEXUS LX　ＬＸ６００ EXCUTIVE","lexus-lx%e3%80%80%ef%bd%8c%ef%bd%98%ef%bc%96%ef%bc%90%ef%bc%90-excutive","publish","2025-01-02 06:51:42","Ask Price","2023","11521","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","3500 cc","28",NULL,"41","Japan","a:9:{i:7101;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_01.jpeg\";i:7103;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_03.jpeg\";i:7104;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_04.jpeg\";i:7105;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_05.jpeg\";i:7106;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_06.jpeg\";i:7107;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_07.jpeg\";i:7108;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_08.jpeg\";i:7102;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_02.jpeg\";i:7109;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/24090069_09.jpeg\";}","4 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Android Auto | Anti-lock Braking | Apple CarPlay | Asia | Automatic | Bluetooth | Brake Assist | Car | Child Safety Locks | Digital Odometer | Driver Air Bag | Europe | Fog Lights Front | Great Price | Heater | HomeLink | Leather Seats | Lexus | Low Mileage Cars | LX 600 | Navigation | Pakistan | Panoramic Moonroof | Pearl | Petrol | Power Door Locks | Power Steering | Power Window | Rain Sensing Wiper | Rear Spoiler | Stability Control | SUV | Tachometer | Television system | Touchscreen Display | Traction Control | United Arab Emirates | United Kingdom | Used | Vanity Mirror | White | Windows - Electric"
"7088","LEXUS LX　ＬＸ６００　４ＷＤ","lexus-lx%e3%80%80%ef%bd%8c%ef%bd%98%ef%bc%96%ef%bc%90%ef%bc%90%e3%80%80%ef%bc%94%ef%bd%97%ef%bd%84","publish","2025-01-02 06:41:20","94250.79","2024","5210","72","47","ask for it","a:2:{i:0;i:50;i:1;i:430;}","106","3500 cc","28","7","41","Tokyo ,Japan","a:10:{i:7089;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_02.jpeg\";i:7090;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_03.jpeg\";i:7091;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_04.jpeg\";i:7092;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_05.jpeg\";i:7093;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_06.jpeg\";i:7094;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_07.jpeg\";i:7095;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_08.jpeg\";i:7096;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_09.jpeg\";i:7097;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_10.jpeg\";i:7098;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/04113_11.jpeg\";}","4 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Android Auto | Anti-lock Braking | Apple CarPlay | Automatic | Black | Bluetooth | Brake Assist | Car | Child Safety Locks | Diesel | Digital Odometer | Driver Air Bag | Fog Lights Front | Ghana | Heater | HomeLink | Leather Seats | Lexus | Low Mileage | Low Mileage Cars | LX 600 | Navigation | New | Pakistan | Panoramic Moonroof | Pearl | Power Door Locks | Power Steering | Power Window | Rain Sensing Wiper | Rear Spoiler | South Africa | Stability Control | SUV | Tachometer | Television system | Touchscreen Display | Traction Control | United Arab Emirates | United Kingdom | Vanity Mirror | Windows - Electric"
"7077","LEXUS RX Hybrid　ＲＸ４５０ｈ","lexus-rx-hybrid%e3%80%80%ef%bd%92%ef%bd%98%ef%bc%94%ef%bc%95%ef%bc%90%ef%bd%88","publish","2026-01-02 06:34:21","19500","2019","185397","111","47","ask for it","a:1:{i:0;i:430;}","147","3500 cc","28",NULL,"84",NULL,"a:10:{i:7078;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_02.jpeg\";i:7079;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_03.jpeg\";i:7080;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_04.jpeg\";i:7081;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_05.jpeg\";i:7082;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_06.jpeg\";i:7083;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_07.jpeg\";i:7084;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_08.jpeg\";i:7085;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_09.jpeg\";i:7087;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_11.jpeg\";i:7086;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/30239_10.jpeg\";}","4 Doors | 6 | Air Conditioner | Airbag | Alloy Wheels | Anti-lock Braking | Asia | Automatic | Bluetooth | Brake Assist | Car | Child Safety Locks | Digital Odometer | Driver Air Bag | Fog Lights Front | Front-Wheel Drive | Heater | Leather Seats | Lexus | Low Mileage | Pearl | Petrol | Power Door Locks | Power Window | Premium Cars | Rain Sensing Wiper | Rear Spoiler | RX | SUV | Touchscreen Display | Traction Control | United Arab Emirates | Used | Windows - Electric"
"7066","LEXUS ＬＸ５７０ ４ＷＤ","lexus-%ef%bd%8c%ef%bd%98%ef%bc%95%ef%bc%97%ef%bc%90-%ef%bc%94%ef%bd%97%ef%bd%84","publish","2025-01-02 06:18:06","61250","2021","41203","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","5700 CC","28",NULL,"41",NULL,NULL,"4 | 4 Doors | All-Wheel Drive (AWD/4WD) | Asia | Audi | Automatic | Cambodia | Car | Deal | Ghana | Pakistan | Pearl | Petrol | Premium Cars | R6 | SUV | United Arab Emirates | United Kingdom | Used | White"
"7050","TOYOTA VOXY　ＺＳ＿Ｇｓ","toyota-voxy%e3%80%80%ef%bd%9a%ef%bd%93%ef%bc%bf%ef%bd%87%ef%bd%93","publish","2025-01-02 05:49:05","8800","2017","123499","111","47","ask for it","a:1:{i:0;i:154;}","147","2000 cc","28",NULL,"84","Nagoya Port, Japan","a:14:{i:7052;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_02.jpeg\";i:7051;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_01.jpeg\";i:7053;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_03.jpeg\";i:7054;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_04.jpeg\";i:7049;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_23.jpeg\";i:7055;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_07.jpeg\";i:7056;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_09.jpeg\";i:7057;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_10.jpeg\";i:7063;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_20.jpeg\";i:7062;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_18.jpeg\";i:7061;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_15.jpeg\";i:7060;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_14.jpeg\";i:7059;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_13.jpeg\";i:7058;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/36166730_11.jpeg\";}","4 | 4 Doors | Africa | Air Conditioner | Airbag | Alloy Wheels | Anti-lock Braking | Automatic | Best Sellers | Bluetooth | Brake Assist | Car | Driver Air Bag | Europe | Fog Lights Front | Front-Wheel Drive | Ghana | Great Price | Heater | HomeLink | Leather Seats | Navigation | Oceania | Petrol | Power Steering | Power Window | Rain Sensing Wiper | Rear Spoiler | Television system | Touchscreen Display | Toyota | Traction Control | United Kingdom | Used | Van | Vanity Mirror | Voxy | White | Windows - Electric"
"7033","Volkswagen GOLF R","volkswagen-golf-r","publish","2025-01-02 05:39:25","9200","2014","92999","111","47","ask for it","a:1:{i:0;i:154;}","147","2000 cc","28",NULL,"84","Yokohama port, Japan","a:15:{i:7034;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_01.jpeg\";i:7035;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_02.jpeg\";i:7036;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_03.jpeg\";i:7037;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_04.jpeg\";i:7038;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_05.jpeg\";i:7039;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_06.jpeg\";i:7040;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_08.jpeg\";i:7045;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_14.jpeg\";i:7044;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_13.jpeg\";i:7043;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_11.jpeg\";i:7042;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_10.jpeg\";i:7041;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_09.jpeg\";i:7046;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_15.jpeg\";i:7047;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_18.jpeg\";i:7048;s:69:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10380003_21.jpeg\";}","4 | 4 Doors | Air Conditioner | Airbag | Alloy Wheels | Automatic | Bluetooth | Brake Assist | Car | Child Safety Locks | Driver Air Bag | Europe | Fog Lights Front | Front-Wheel Drive | GOLF R | Great Price | Hatchback | Heater | Navigation | Petrol | Power Door Locks | Power Steering | Power Window | Premium Cars | Rain Sensing Wiper | Stability Control | Tachometer | Television system | Touchscreen Display | Traction Control | United Kingdom | Used | Vanity Mirror | Volkswagen | White | Windows - Electric"
"7016","Mercedes-Benz S Class Hybrid　Ｓ５００　４MATIC　ＡＭＧライン","mercedes-benz-s-class-hybrid%e3%80%80%ef%bd%93%ef%bc%95%ef%bc%90%ef%bc%90%e3%80%80%ef%bc%94matic%e3%80%80%ef%bd%81%ef%bd%8d%ef%bd%87%e3%83%a9%e3%82%a4%e3%83%b3","publish","2025-01-02 05:22:53","56480","2021","18598","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","3000 CC","28","4","41","Tokyo ,Japan","a:16:{i:7017;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270801.jpeg\";i:7018;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270802.jpeg\";i:7019;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270803.jpeg\";i:7020;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270804.jpeg\";i:7021;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270805.jpeg\";i:7022;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270806.jpeg\";i:7023;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270807.jpeg\";i:7030;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270815.jpeg\";i:7031;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270818.jpeg\";i:7029;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270813.jpeg\";i:7028;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270812.jpeg\";i:7027;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270811.jpeg\";i:7026;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270810.jpeg\";i:7025;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270809.jpeg\";i:7032;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270821.jpeg\";i:7024;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/00270808.jpeg\";}","4 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Anti-lock Braking | Apple CarPlay | Argentina | Asia | Australia | Austria | Automatic | Belgium | Bluetooth | Brake Assist | Canada | Car | Child Safety Locks | Chile | Costa Rica | Cyprus | Digital Odometer | Driver Air Bag | Europe | Fog Lights Front | Germany | Heater | Hong Kong | Leather Seats | Mercedes Benz | Navigation | New Zealand | Oceania | Panoramic Moonroof | Pearl | Petrol | Power Door Locks | Power Steering | Power Window | Premium Cars | Rain Sensing Wiper | S-Class | Sedan | Stability Control | Tachometer | Television system | Touchscreen Display | Traction Control | United Kingdom | Used | Vanity Mirror | White | Windows - Electric"
"7007","Toyota Vitz","toyota-vitz","publish","2025-01-02 05:05:15","2350","2014","60525",NULL,"47","ask for it","a:1:{i:0;i:50;}","147","1300 cc",NULL,NULL,"84",NULL,"a:7:{i:7008;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_02.jpeg\";i:7009;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_03.jpeg\";i:7010;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_04.jpeg\";i:7011;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_05.jpeg\";i:7012;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_06.jpeg\";i:7013;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_07.jpeg\";i:7014;s:66:\"https://zafautosjapan.com/wp-content/uploads/2026/01/10069_08.jpeg\";}","4 | Air Conditioner | Airbag | Automatic | Black | Bluetooth | Cambodia | Car | Driver Air Bag | Front-Wheel Drive | Ghana | Great Price | Hatchback | Heater | Navigation | Power Door Locks | Power Steering | Power Window | Premium Cars | South Africa | Toyota | United Arab Emirates | Used | Vitz | Windows - Electric"
"6977","Toyota Voxy ZS","toyota-voxy-zs-2","publish","2025-01-01 05:21:07","2422.30","2008","78500","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","2000 cc",NULL,NULL,"84","Tokyo ,Japan",NULL,"Air Conditioner | Airbag | Alloy Wheels | Asia | Automatic | Best Sellers | Bluetooth | Car | Child Safety Locks | Driver Air Bag | Fog Lights Front | Front-Wheel Drive | Ghana | Great Price | Heater | Kenya | Navigation | Pearl | Petrol | Power Door Locks | Power Steering | Power Window | Rear Spoiler | South Africa | Television system | Touchscreen Display | Toyota | Traction Control | Used | Van | Vanity Mirror | Voxy | White | Windows - Electric"
"6969","Toyota Voxy ZS","toyota-voxy-zs","publish","2025-01-01 04:52:15","400,000 Yen","2013","84499","111","47","ask for it","a:2:{i:0;i:430;i:1;i:154;}","147","2000 cc","28",NULL,"41","Japan",NULL,"4 | 4 Doors | Air Conditioner | Airbag | All-Wheel Drive (AWD/4WD) | Alloy Wheels | Asia | Automatic | Best Sellers | Bluetooth | Car | Driver Air Bag | Fog Lights Front | Ghana | Navigation | Pearl | Petrol | Power Door Locks | Power Steering | Power Window | Rear Spoiler | Sale | Television system | Touchscreen Display | Toyota | Traction Control | United Arab Emirates | United Kingdom | Used | Van | Vanity Mirror | Voxy | White"
"6854","Nissan Bluebird 810 series","nissan-bluebird-810-series","publish","2025-12-22 14:47:35","10437.15","53","109","432","103","P811-025277","a:1:{i:0;i:456;}","147","1800cc","28",NULL,"84",NULL,"a:9:{i:6863;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001r.jpg\";i:6862;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001f.jpg\";i:6861;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001z.jpg\";i:6860;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001i.jpg\";i:6859;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001y.jpg\";i:6858;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001w.jpg\";i:6857;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001v.jpg\";i:6856;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001u.jpg\";i:6855;s:68:\"https://zafautosjapan.com/wp-content/uploads/2025/12/1J42460001t.jpg\";}","4 | 4 Doors | Asia | Australia | Best Sellers | Canada | Car | E-P811 | Europe | Front-Wheel Drive | Gas | Green | Japan | Low Mileage | Low Mileage Cars | Manual | Most Affordable | Nissan | Oceania | Pakistan | Premium Cars | Sedan | United Kingdom | Used"
"6831","Toyota 2000GT","toyota-2000gt","publish","2025-12-22 05:16:35","23494.30","50","68","432","103","046955","a:1:{i:0;i:130;}","147","2000cc","28",NULL,"84",NULL,"a:11:{i:6841;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars01-5.jpg\";i:6840;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars02-5.jpg\";i:6839;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars03-5.jpg\";i:6838;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars04-5.jpg\";i:6837;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars05-5.jpg\";i:6836;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars06-5.jpg\";i:6835;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars08-5.jpg\";i:6834;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars07-5.jpg\";i:6833;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars09-5.jpg\";i:6832;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars10-5.jpg\";i:6829;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars02-4.jpg\";}","4 Doors | Asia | Australia | Canada | Car | Coupe | Europe | Front-Wheel Drive | Gas | Great Price | Japan | Low Mileage Cars | Manual | Most Affordable | Oceania | Pakistan | Power Window | Premium Cars | R6 | Silver | Toyota | United Kingdom | Used"
"6807","BMW  1 Series","bmw-1-series","publish","2025-12-21 10:34:38","16763.50","7","3","432","450","WBA82GE0407R60859","a:1:{i:0;i:451;}","147","1500cc","28","5","84",NULL,"a:10:{i:6818;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars03-3.jpg\";i:6817;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars02-3.jpg\";i:6815;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars06-3.jpg\";i:6814;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars05-3.jpg\";i:6813;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars04-3.jpg\";i:6812;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars08-3.jpg\";i:6811;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars07-3.jpg\";i:6808;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars09-3.jpg\";i:6809;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars10-3.jpg\";i:6810;s:65:\"https://zafautosjapan.com/wp-content/uploads/2025/12/cars11-2.jpg\";}","3AA-82GE15 | 4 Doors | Air Conditioner | Airbag | Alloy Wheels | Anti-lock Braking | Asia | Australia | BMW | Canada | Car | Europe | FA7 | Front-Wheel Drive | Gas | Great Price | Hatchback | Hot Offer | Japan | Low Mileage Cars | Navigation | New Arrivals | Oceania | Pakistan | Power Steering | Power Window | Premium Cars | Purple | United Kingdom | Used"
